name,description,email,admin,logins_per_week,users,posts,connections,dmarc_policy
foresdon.jp,Dragon Quest X (DQX) online [UNOFFICIAL] role playing instance. / ドラゴンクエスト X オンライン (ドラクエ10) [非公式] インスタンスです。,kedama[atmark]foresdon.jp,kedama,34,137,231549,7293,Missing
appdot.net,A place for former ADN users - on the whole. Invite only - please ask a current user.,joshua@nozzi.name,joshuanozzi,34,134,121128,20283,Missing
stereodon.social,"[ITA] Siamo musicisti, appassionati di musica. Facciamo parte di centri sociali, esperienze sociali autogestite. 
[ENG] We are musicians,music lovers",admin@stereodon.social,admin,34,1240,20616,10075,Missing
conversafiada.net,"Instância voltada para pessoas Brasileiras. Tentamos ser um espaço feminista, antirracista, anticolonialista, acessível e inclusivo.",meajuda@caricio.com,rafaelcaricio,34,74,5384,6954,Enforced (p=reject)
pr0mised.life,,loved@pr0mised.life,TheUnknown,34,100,19114,2804,Missing
zhub.link,,revertron@zhub.link,Revertron,34,124,36831,9276,Enforced (p=reject)
sotl.social,,sotl.social@teachingforstudentsuccess.org,Steve,34,106,1222,7154,Missing
haunted.computer,,info@vvx7.io,VVX7,34,38,3380,20209,Missing
crosstalk.tech,,info@crosstalksolutions.com,chris,34,95,858,4419,Missing
gainer.cloud,,support@mail.gainer.cloud,GAdmin,34,88,258,241,Monitoring only (p=none)
bbw.network,"BBW, BBW models, FA...",admin@bbw.network,Devi_Thikk,34,41,72,3321,Missing
mastodon.delicesbdsm.fr,,mg@delicesbdsm.fr,mg,34,44,371,575,Monitoring only (p=none)
balkan.fedive.rs,Mastodon instanca namenjena domaćoj publici. Balkan's Mastodon instance.,branko@kokanovic.org,kokan,33,106,3210,11609,Missing
idf.social,"The ""unofficial"" Information Retrieval Mastodon Instance.",arjen@acm.org,arjen,33,142,12550,13576,Missing
kcmo.social,A mastodon instance for residents of Kansas City area to share the beat of KC,james@kcmo.social,james,33,246,130744,12575,Missing
a.sc,A nice Mastodon instance run by privacy-minded individuals.,pom@pompur.in,pom,33,335,3883,6922,Missing
poofion.com,,Twitter@namarunamaru_ni_renraku_shite,namari_admin,33,137,213396,1770,Missing
fedisabled.social,,mail@fedisabled.social,Wheeliam,33,90,6779,8487,Missing
mountains.social,"Mastodon instance focusing on hiking, mountaineering and the outdoors.",mastodon@mountains.social,bergmeister,33,58,581,7058,Monitoring only (p=none)
rls.social,,admin@rls.social,cdamian,33,64,2109,10669,Missing
gorone.xyz,,douko.masuoka@gmail.com,56info,33,69,404452,7742,Missing
blahaj.social,,maartje@blahaj.social,maartje,33,75,6097,9887,Missing
social.duti.tech,An NSFW server for AI art generations ,acheong@student.dalat.org,god,33,161,499,402,Missing
masto.measure.chat,,mastodon@eu.stape.io,stape,33,55,293,3153,Missing
indg.club,,admin@indg.club,admin,33,98,2253,7702,Missing
academiccloud.social,,support@gwdg.de,team,33,117,189,1939,Missing
laserdisc.party,"We're a a movie-flavoured general instance geared towards cinephiles, movie buffs, or anyone who has a passing interest in film.",laserdisc.party@protonmail.com,derek,32,87,196197,20796,Missing
booktoot.club,,zwibby@gmail.com,zephasaurus_hex,32,143,7096,13930,Missing
maho.app,,admin@maho.app,admin,32,76,961920,3928,Missing
vipgirlfriend.xxx,,virtualmedia@outlook.de,,32,6385,16157,1044,Missing
b612.me,"B612是小王子的星球，所以这里并不算太大。
要一起来看日落嘛？",i@b612.me,admin,32,90,59446,8989,Missing
comicscamp.club,A friendly home in the Fediverse for creators and lovers of comics and narrative art of all sorts.,admin@comicscamp.club,CampCounselor,32,128,37404,17752,Enforced (p=quarantine)
hub.mtf.party,主要面向MtF用户，具有木桶饭友好的使用条款，全文搜索和跨站链接，欢迎大家来玩～,me@vx.st,vxst,32,448,3587,10554,Missing
fairy.id,人的話意思太多了，還有口是心非的，這就是天下所有是非的來源；也許你永遠都不知道我在說什麼，那麼我們永遠都不會有恩怨，如果每個人都是這樣……,webmaster@xajh.org,xoyo,32,209,57315,11152,Missing
blobfox.coffee,A cozy and inclusive instance for people that like blobfoxes and/or coffee,me@emberdev.me,Ember,32,50,4472,9492,Missing
hellosports.page,,admin@hellosports.page,admin,32,66,5453,3409,Missing
saptodon.org,,h.tammen@mailbox.org,saptodonadm,32,89,585,5668,Missing
squabble.org,,help@squabble.org,clay,32,87,985,5368,Missing
machikadon.online,,contact@sakura.tel,Minemu483K,32,154,135324,8909,Missing
plushies.social,,contact@plushies.social,mammoth,32,38,4495,5805,Missing
learningdisability.social,,team@learningdisability.social,photosymbols,32,277,1165,5366,Missing
harahar.com,,,,32,152,869,406,Missing
classicalmusic.social,,ingmar@van-verlag.com,admin,32,71,1546,5411,Missing
libraryland.social,,admin@libraryland.social,mastodonadmin,32,55,492,3928,Missing
social.sndevs.com,"The largest independent ServiceNow developer community with over 11,000 registered members and 500 active daily users. SNDevs.com",sndevs.mastodon@gmail.com,Owner,32,98,936,6594,Missing
campaign.openworlds.info,Its a safe space for Campaigning and NGO groups to access the #openweb Founded on #4opens and moderated by an ethical code of conduct. ,info@visionon.tv,Hamishcampbell,31,245,29074,19319,Missing
godforsaken.website,,godforsaken.website@gmail.com,pisscotheque,31,42,429218,20510,Missing
k8s.social,Unofficial ⎈Kubernetes Mastodon instance for container and cloud native enthusiasts,admin@k8s.social,Marcus,31,92,1077,8003,Missing
blueplanet.social,"BluePlanet.social ist eine Instanz für alle, die sich primär als Erdenbürger:in auf unserem blauen Planeten verstehen.",admin@blueplanet.social,nichu42,31,49,1783,7130,Enforced (p=reject)
social.ferrocarril.net,"Servidor de mastodon, operado por aficionados al ferrocarril, para aficionados al ferrocarril.",admin@ferrocarril.net,garridinsi,31,63,1565,5510,Missing
pirsamti.com,רשת חברתי המיועדת לדוברי השפה העברית אך לא רק. ,pirsamti@proton.me,leonid,31,129,935,4497,Missing
mediastodon.com,All medias and pros are welcome on mediastodon.,contact@mediastodon.com,Team,31,36,47137,8357,Missing
synapse.cafe,"An instance for anyone interested in neuroscience, from cell biology to electrophysiology to behavior to clinical applications.",contact@synapse.cafe,lili,31,48,1137,5765,Missing
gervtuber.de,,shynno_scarlet@virtuallife.tv,shynno_scarlet,31,84,1384,2410,Missing
dosgame.club,,club@dosgameclub.com,rnlf,31,44,10572,12448,Missing
0twitter.com,,0twittermastodon@gmail.com,hbic,31,35,12293,457,Missing
xantronix.social,,admin@xantronix.social,admin,31,54,2323,9557,Missing
fanglitch.space,,admin@mail.fanglitch.space,admim,31,49,3328,7523,Missing
openedtech.social,,oetglobal@gmail.com,martin,31,108,609,6076,Missing
community.cockworshipper.com,,derekered1@yahoo.com,derekered,31,204,2156,863,Missing
fashionsocial.host,,jessica@fashionsocial.host,jquillin,31,83,6341,10886,Missing
speedlines.stctp.zone,,spankyworks@proton.me,OmniViewer,31,54,3174,6347,Missing
mastodo.neoliber.al,,jenbanim@gmail.com,jenbanim,31,38,278,467,Missing
amicale.net,,cquest@amicale.net,cquest,30,42,71142,11604,Missing
mstdn.hokkaido.jp,,otayori@nagumo.co,yue,30,68,18469,4141,Missing
mast.eu.org,,mastodon-master@eu.org,pb,30,137,91387,13281,Missing
schach.social,schach.social vernetzt schachbegeisterte Menschen aus dem deutschsprachigen Raum und wird von der Deutschen Schachjugend e.V. betrieben.,mastodon@deutsche-schachjugend.de,schachjugend,30,55,1065,6301,Missing
khiar.net,,khiar@markpash.me,mark,30,191,36822,8859,Missing
burnthis.town,,burnthistown@tutanota.com,jimi,30,80,2308,6398,Missing
songbird.cloud,特に決まったテーマはありませんが、主に生活や社会、文化全般の話題に興味のある方に向いています。多様な方々が安心して過ごせる場所を目指しています。,info@mail.songbird.cloud,admin,30,50,13078,5519,Missing
mastodon.elte.hu,,"""""",gerazo,30,2911,9666,8108,Missing
gamedev.lgbt,,bram+gamedev.lgbt@dingelstad.works,bram,30,77,4718,10090,Missing
iyasaretai.pw,,haibala2020@protonmail.com,haibala,30,44,118919,5362,Missing
